location,size,total_sqft,bath,price,Place
1st Block Jayanagar,8 Bedroom,1700,3,50,Bengaluru
Mahalakshmi Layout,9 Bedroom,4320,7,821,Bengaluru
Lakshminarayana Pura,2 BHK,1200,2,75,Bengaluru
Whitefield,2 BHK,1030,2,44,Bengaluru
Rajasree Layout,3 BHK,1420,3,70,Bengaluru
Ramagondanahalli,5 Bedroom,9600,6,1800,Bengaluru
Kanakpura Road,3 BHK,1703,3,126,Bengaluru
Old Madras Road,2 BHK,1210,2,80,Bengaluru
Horamavu Banaswadi,2 BHK,1210,2,50,Bengaluru
Veer Sandra,4 Bedroom,3000,4,264,Bengaluru
Chikkadunnasandra,3 BHK,1398,3,51,Bengaluru
Nagavarapalya,2 BHK,1335,2,110,Bengaluru
Hennur,2 BHK,1255,2,52.32,Bengaluru
Mysore Road,4 Bedroom,540,4,85,Bengaluru
Babusapalaya,3 BHK,1213,2,36.37,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1240,2,42.04,Bengaluru
Yelahanka,2 BHK,1076,2,78,Bengaluru
3rd Block Hrbr Layout,2 BHK,1320,2,90,Bengaluru
Whitefield,2 BHK,1216,2,80,Bengaluru
Thanisandra,2 BHK,1100,2,42,Bengaluru
Thanisandra,2 BHK,1183,2,77.3,Bengaluru
Balagere,1 BHK,656,1,38.77,Bengaluru
Sarjapur  Road,1 BHK,534,1,19.65,Bengaluru
Shikaripalya,3 BHK,1285,2,45,Bengaluru
Hegde Nagar,3 BHK,2087.01,4,135,Bengaluru
"Off Sarjapur Road, ",2 BHK,1161,2,59,Bengaluru
Begur,2 BHK,1306,2,65,Bengaluru
Jakkur,4 BHK,2249.81,4,245,Bengaluru
Tata Nagar,3 BHK,1504,3,67,Bengaluru
Balagere,1 BHK,645,1,39,Bengaluru
Esther Enclave Layout,2 Bedroom,1230,2,68,Bengaluru
Hebbal,2 BHK,1100,2,42,Bengaluru
Yelahanka,1 BHK,1000,1,14,Bengaluru
Sadaramangala,2 BHK,1260,2,62,Bengaluru
Ambalipura,3 BHK,1817,3,102,Bengaluru
Kodihalli,4 BHK,3626,5,785,Bengaluru
Basavangudi,2 BHK,1180,2,124,Bengaluru
KR Puram,2 BHK,1050,2,55,Bengaluru
Whitefield,4 Bedroom,2900,4,225,Bengaluru
Kasavanhalli,3 Bedroom,2110,4,120,Bengaluru
Mysore Road,1 BHK,500,1,17.5,Bengaluru
Murugeshpalya,3 BHK,1930,3,75,Bengaluru
Harappanahalli,4 Bedroom,4560,5,430,Bengaluru
Mahadevpura,3 BHK,1505,3,64,Bengaluru
Jayamahal,4 Bedroom,2400,3,750,Bengaluru
Ananth Nagar,2 BHK,890,2,27,Bengaluru
Anekal,2 Bedroom,1200,1,36,Bengaluru
Gunjur Palya,2 BHK,849,2,25.4,Bengaluru
Chikka Tirupathi,3 Bedroom,1555,3,100,Bengaluru
8th block Koramangala,3 Bedroom,600,2,85,Bengaluru
KR Puram,2 BHK,1057,2,30,Bengaluru
7th Phase JP Nagar,3 BHK,1680,3,122,Bengaluru
Samethanahalli,2 BHK,799,2,35,Bengaluru
Sarjapur  Road,3 BHK,1450,2,75,Bengaluru
Sarjapur  Road,3 BHK,1819,3,100,Bengaluru
Kanakpura Road,2 BHK,1135,2,56.74,Bengaluru
HSR Layout,3 BHK,2020,3,160,Bengaluru
Vinayaka Layout,5 BHK,2700,4,170,Bengaluru
Hosa Road,3 BHK,1730,3,72.6,Bengaluru
Dasarahalli,3 BHK,1950,3,125,Bengaluru
Thirumalashettyhally,2 BHK,1077,2,34.46,Bengaluru
Brookefield,3 BHK,1706,3,115,Bengaluru
New Gurappana Palya,5 BHK,3000,4,300,Bengaluru
Channasandra,2 BHK,1093,2,37,Bengaluru
Ambalipura,4 BHK,2750,4,142,Bengaluru
Whitefield,2 BHK,1340,2,101,Bengaluru
Sarjapur  Road,2 BHK,984,2,59,Bengaluru
AECS Layout,2 BHK,1135,2,68,Bengaluru
Bannerghatta Road,4 Bedroom,2400,4,344,Bengaluru
Varthur,2 BHK,1155,2,39,Bengaluru
Kaggalipura,1 BHK,700,1,35,Bengaluru
Horamavu Agara,2 BHK,1150,2,42,Bengaluru
Hormavu,3 BHK,1385,2,69.25,Bengaluru
Akshaya Nagar,3 BHK,2061,4,175,Bengaluru
Kathriguppe,3 BHK,1335,2,73.43,Bengaluru
Bellandur,2 BHK,1015,2,60,Bengaluru
Banashankari Stage III,6 Bedroom,3000,6,150,Bengaluru
Electronic City,2 BHK,1108,2,63,Bengaluru
Frazer Town,2 BHK,1180,2,105,Bengaluru
Hennur Road,3 BHK,1445,2,83,Bengaluru
Vasanthapura,2 BHK,1500,2,65,Bengaluru
Ramamurthy Nagar,1 Bedroom,1Grounds,1,48,Bengaluru
KR Puram,2 BHK,1085,2,46.5,Bengaluru
Rachenahalli,2 BHK,1050,2,52.08,Bengaluru
Kadugodi,4 Bedroom,2760,4,290,Bengaluru
Sarjapura - Attibele Road,3 BHK,1330,2,49,Bengaluru
Ramagondanahalli,2 Bedroom,845,2,45.82,Bengaluru
Kadugodi,3 BHK,1762,3,112,Bengaluru
Ambalipura,2 BHK,1303,2,80,Bengaluru
Banagiri Nagar,3 BHK,1560,2,125,Bengaluru
Chandapura,3 BHK,1110,2,29.97,Bengaluru
Doddabanahalli,3 BHK,1290,3,45.33,Bengaluru
Bannerghatta Road,2 BHK,1160 - 1315,2,49.49,Bengaluru
9th Phase JP Nagar,3 BHK,1780,3,88,Bengaluru
Budigere,3 BHK,1636,3,83,Bengaluru
Hennur,4 Bedroom,2557,,170,Bengaluru
Sector 2 HSR Layout,2 BHK,1332,2,101,Bengaluru
Sadashiva Nagar,5 BHK,7500,5,1500,Bengaluru
Kodbisanhalli,2 BHK,1012,2,59,Bengaluru
Kengeri,2 BHK,1192,2,53.5,Bengaluru
Abbigere,2 BHK,795,2,32.54,Bengaluru
Uttarahalli,2 BHK,1213,2,48,Bengaluru
Sarjapur  Road,3 BHK,1489,3,88,Bengaluru
Sarjapur,2 BHK,1200,2,62,Bengaluru
Electronic City Phase II,2 BHK,1140,2,28.5,Bengaluru
Devanahalli,3 BHK,1200,2,55.08,Bengaluru
Ananth Nagar,2 BHK,1200,2,36,Bengaluru
Vidyaranyapura,5 Bedroom,2640,6,225,Bengaluru
Bannerghatta Road,3 BHK,1650,3,94,Bengaluru
Bharathnagar,2 Bedroom,1245,2,120,Bengaluru
Ardendale,2 BHK,1224,2,67,Bengaluru
Gunjur,2 BHK,1235,2,52.76,Bengaluru
Yelenahalli,2 BHK,1200,2,45.6,Bengaluru
Yelahanka,3 BHK,1342,2,75,Bengaluru
9th Phase JP Nagar,3 Bedroom,600,3,79,Bengaluru
TC Palaya,2 BHK,1800,2,80,Bengaluru
HAL 2nd Stage,4 Bedroom,2280,4,615,Bengaluru
Rajaji Nagar,4 Bedroom,2440,2,415,Bengaluru
Abbigere,2 BHK,1130,2,46.33,Bengaluru
Somasundara Palya,2 BHK,1186,2,72,Bengaluru
Hennur,2 BHK,1295,2,64,Bengaluru
Kudlu Gate,3 BHK,1535,3,85,Bengaluru
Bannerghatta Road,2 BHK,905,2,65,Bengaluru
Bhoganhalli,2 BHK,1447,2,75.97,Bengaluru
Hormavu,2 BHK,1165,2,40,Bengaluru
Kanakpura Road,2 BHK,1328,2,107,Bengaluru
Gandhi Bazar,3 BHK,1485,2,110,Bengaluru
Uttarahalli,3 BHK,1475,2,59,Bengaluru
Vidyaranyapura,2 BHK,1175,2,35,Bengaluru
Thigalarapalya,2 BHK,1245,2,100,Bengaluru
Vishwanatha Nagenahalli,4 Bedroom,720,4,95,Bengaluru
Rachenahalli,2 BHK,985,2,49.97,Bengaluru
Koramangala,5 Bedroom,4000,5,800,Bengaluru
Hoskote,3 BHK,1395,2,63,Bengaluru
Hoodi,1 BHK,706 - 716,1,42.65,Bengaluru
Electronic City,1 BHK,630,1,40.5,Bengaluru
MS Pallya,4 BHK,2400,4,88,Bengaluru
Gottigere,2 BHK,1170,2,40,Bengaluru
Marathahalli,4 BHK,2500,5,181,Bengaluru
Gubbalala,2 BHK,1100,2,49.5,Bengaluru
Hulimavu,4 BHK,3560,5,318,Bengaluru
Margondanahalli,2 Bedroom,900,2,55,Bengaluru
Bommasandra Industrial Area,2 BHK,1160,2,33.51,Bengaluru
Varthur,2 BHK,1180,2,55,Bengaluru
Tumkur Road,3 BHK,1441,2,95,Bengaluru
Channasandra Layout,2 BHK,1115,2,50,Bengaluru
Yeshwanthpur,3 BHK,1825,3,145,Bengaluru
Challaghatta,2 BHK,1489,2,101,Bengaluru
Defence Colony,4 BHK,2800,4,365,Bengaluru
Subramanyapura,3 BHK,1278,3,62.71,Bengaluru
Subramanyapura,3 BHK,1223,2,42.81,Bengaluru
Hormavu,2 BHK,1065,2,50.92,Bengaluru
Whitefield,2 BHK,1190,2,64,Bengaluru
Koramangala,2 BHK,1130,2,63,Bengaluru
Banashankari,2 BHK,1430,2,87.8,Bengaluru
HRBR Layout,4 BHK,1900,3,90,Bengaluru
Sarjapur  Road,2 BHK,1104,2,34.22,Bengaluru
Begur Road,2 BHK,1240,2,45.88,Bengaluru
Choodasandra,2 BHK,1140,2,62,Bengaluru
Haralur Road,2 BHK,1194,2,47,Bengaluru
KUDLU MAIN ROAD,3 BHK,1464,3,56,Bengaluru
Sarjapur,4 BHK,3508,6,425,Bengaluru
KR Puram,3 BHK,1700,3,105,Bengaluru
Old Airport Road,4 BHK,2658,5,189,Bengaluru
Canara Bank Colony,3 BHK,1600,2,90,Bengaluru
OMBR Layout,4 BHK,3400,4,275,Bengaluru
Reliaable Tranquil Layout,3 BHK,1508,3,75,Bengaluru
Balagere,1 BHK,645,1,41,Bengaluru
Hormavu,2 BHK,1046,2,60,Bengaluru
Munnekollal,10 Bedroom,1200,8,230,Bengaluru
5th Block Jayanagar,1 Bedroom,1500,1,300,Bengaluru
Mahalakshmi Puram,6 Bedroom,3000,6,300,Bengaluru
Hosa Road,2 BHK,1079,2,32.37,Bengaluru
Thubarahalli,2 BHK,975,2,50,Bengaluru
ISRO Layout,2 BHK,1050,2,51,Bengaluru
HSR Layout,9 Bedroom,1200,9,350,Bengaluru
"Jayanagar, ",3 BHK,1903,3,165,Bengaluru
Bommenahalli,3 Bedroom,2940Sq. Yards,3,232,Bengaluru
Asthagrama Layout,2 BHK,1200,2,38,Bengaluru
Avalahalli,4 BHK,2996,4,200,Bengaluru
Manayata Tech Park,4 BHK,3400,4,200,Bengaluru
Whitefield,4 Bedroom,2000,4,312,Bengaluru
Jigani,4 Bedroom,1453,4,160,Bengaluru
Parappana Agrahara,2 BHK,1092,2,43,Bengaluru
Hormavu,2 BHK,1400,2,75,Bengaluru
Bommanahalli,3 BHK,1416,2,85,Bengaluru
ITI Layout,3 BHK,1602,2,75,Bengaluru
Electronic City,2 BHK,1100,2,41,Bengaluru
Kothanur,3 BHK,1760,3,110,Bengaluru
Marathahalli,4 BHK,3800,4,235,Bengaluru
Vasanthapura,2 BHK,1037,2,36.28,Bengaluru
Yeshwanthpur,3 BHK,1384,2,76.18,Bengaluru
Vajarahalli,1 BHK,551,1,30,Bengaluru
Indira Nagar,4 Bedroom,2400,5,1250,Bengaluru
7th Phase JP Nagar,1 Bedroom,500,1,70,Bengaluru
Sarjapur,2 BHK,900,2,27.98,Bengaluru
Anandapura,3 Bedroom,1415,2,74,Bengaluru
Rajarajesheari nagar,2 BHK,1400,2,44.8,Bengaluru
Devara Jeevanahalli,7 Bedroom,1300,4,52,Bengaluru
Millers Road,3 BHK,2850,4,460,Bengaluru
Kudlu,2 BHK,1030,2,75,Bengaluru
Kambipura,2 BHK,883,2,39,Bengaluru
Celebrity Paradise Layout,1 BHK,550,1,16,Bengaluru
Anjanapura,4 BHK,1800,4,55,Bengaluru
Yemlur,5 Bedroom,10000,5,1950,Bengaluru
Old Madras Road,2 BHK,1210,2,77,Bengaluru
Vishveshwarya Layout,4 Bedroom,2000,3,90,Bengaluru
Kanakpura Road,3 BHK,1100,3,58,Bengaluru
Lavakusha Nagar,3 BHK,1780,3,100,Bengaluru
2nd Block Hbr Layout,5 Bedroom,950,5,55,Bengaluru
Panathur,2 BHK,1050,2,60,Bengaluru
Hosur Road,3 BHK,1370,3,38.36,Bengaluru
Marathahalli,4 BHK,3951,4,230,Bengaluru
Bellandur,3 BHK,2500,4,112,Bengaluru
Sri Venkateshpura Layout,2 BHK,1050,2,49.5,Bengaluru
Anjanapura,3 BHK,1843,3,87.54,Bengaluru
3rd Block Banashankari,4 Bedroom,1200,4,175,Bengaluru
Somasundara Palya,2 BHK,1186,2,76,Bengaluru
Haralur Road,1 BHK,560,1,45,Bengaluru
Narayanapura,3 BHK,2357,3,135,Bengaluru
Mahalakshmi Layout,4 Bedroom,1200,3,160,Bengaluru
Yelahanka,3 BHK,1823,3,103,Bengaluru
Rajasree Layout,3 BHK,1310,3,90,Bengaluru
Varthur,3 BHK,1520,2,60,Bengaluru
Bhoganhalli,3 BHK,1610,3,74.03,Bengaluru
Whitefield,3 Bedroom,1500,3,78.57,Bengaluru
LB Shastri Nagar,3 BHK,1400,2,80,Bengaluru
HRBR Layout,3 BHK,1625,3,120,Bengaluru
Chikkalasandra,5 Bedroom,1500,5,265,Bengaluru
Hessarghatta,2 BHK,900,2,24,Bengaluru
Talaghattapura,2 BHK,1100,2,32,Bengaluru
Bannerghatta Road,2 BHK,1000,2,50,Bengaluru
Old Airport Road,4 BHK,2774,4,197,Bengaluru
Yeshwanthpur,1 BHK,994,2,54.67,Bengaluru
Kaggadasapura,3 BHK,1455,3,75,Bengaluru
Chandapura,5 Bedroom,1200,3,79,Bengaluru
Lakshminarayana Pura,2 BHK,1172,2,75,Bengaluru
Hennur,3 BHK,1935,3,102,Bengaluru
Rachenahalli,3 BHK,1856,3,106,Bengaluru
Old Airport Road,3 BHK,2392,3,249,Bengaluru
Uttarahalli,2 BHK,900,2,35,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1757,3,98,Bengaluru
Kudlu,2 BHK,1027,2,44,Bengaluru
Whitefield,3 BHK,1626,3,85,Bengaluru
Dr Shivarama Karantha Nagar,2 BHK,1200,2,54,Bengaluru
Hoodi,3 BHK,1559,3,81.55,Bengaluru
Amruthahalli,2 BHK,1190,2,50,Bengaluru
KR Puram,2 BHK,1200,2,72,Bengaluru
Harlur,2 BHK,1174,2,74,Bengaluru
Kanakpura Road,2 BHK,1140,2,65,Bengaluru
Vibuthipura,3 BHK,1603,2,125,Bengaluru
Subramanyapura,3 BHK,1278,3,70,Bengaluru
Krishna Reddy Layout,3 BHK,2180,3,285,Bengaluru
Banashankari Stage III,2 BHK,1085,2,50,Bengaluru
Whitefield,2 BHK,1195,2,61.36,Bengaluru
Kamakshipalya,1 Bedroom,450,1,30,Bengaluru
Rajaji Nagar,4 BHK,6500,5,1400,Bengaluru
Attibele,1 BHK,550,1,11.5,Bengaluru
Kenchenahalli,2 BHK,1165,2,45,Bengaluru
1st Stage Indira Nagar,4 BHK,3000,4,301,Bengaluru
Kanakpura Road,3 BHK,1452,3,60,Bengaluru
Sarjapur  Road,1 BHK,702,1,52,Bengaluru
Banashankari,2 BHK,1020,2,42.83,Bengaluru
Devanahalli,2 BHK,1340,2,65,Bengaluru
Marathahalli,2 BHK,1125,2,54.8,Bengaluru
JCR Layout,2 BHK,1160,2,40.53,Bengaluru
Vidyaranyapura,2 BHK,1050,2,50,Bengaluru
JP Nagar,3 BHK,1960,3,138,Bengaluru
Ganga Nagar,2 BHK,1200,3,52,Bengaluru
Judicial Layout,3 Bedroom,1200,4,220,Bengaluru
Old Airport Road,4 BHK,3496,4,262,Bengaluru
Electronic City,2 BHK,975,2,32,Bengaluru
Kudlu,3 BHK,1700,3,125,Bengaluru
8th Phase JP Nagar,4 Bedroom,1800,4,230,Bengaluru
Madavara,4 Bedroom,612,3,47,Bengaluru
Brooke Bond First Cross,2 BHK,1275,2,69,Bengaluru
Yeshwanthpur,1 BHK,650,1,40,Bengaluru
Kasavanhalli,2 BHK,1495,2,110,Bengaluru
Hebbal,2 BHK,1200,2,48,Bengaluru
Sarjapura - Attibele Road,5 Bedroom,3750,6,295,Bengaluru
Hennur Road,3 BHK,1679,3,94.86,Bengaluru
Kaval Byrasandra,3 BHK,1450,3,75,Bengaluru
Balagere,2 BHK,1210,2,82,Bengaluru
Dwaraka Nagar,3 BHK,1300,2,51,Bengaluru
Judicial Layout,2 BHK,1165,2,49.61,Bengaluru
Keshava Nagar,3 BHK,1623,3,155,Bengaluru
Channasandra,2 BHK,1115,2,35.8,Bengaluru
BTM Layout,1 BHK,450,1,20,Bengaluru
Electronics City Phase 1,2 BHK,1170,2,62,Bengaluru
KR Puram,4 Bedroom,2065,4,248,Bengaluru
Marathahalli,3 BHK,1700,3,126,Bengaluru
Uttarahalli,6 Bedroom,1080,5,160,Bengaluru
Malleshpalya,2 BHK,1245,2,55,Bengaluru
Kanakapura,2 BHK,1017,2,66,Bengaluru
7th Phase JP Nagar,6 Bedroom,650,6,80,Bengaluru
Sarjapur  Road,2 BHK,1242,2,75,Bengaluru
Yelahanka,3 BHK,1792,3,104,Bengaluru
Garebhavipalya,3 BHK,1275,3,55,Bengaluru
8th Phase JP Nagar,6 Bedroom,1200,6,260,Bengaluru
7th Block Jayanagar,3 Bedroom,2400,3,408,Bengaluru
Electronic City,1 BHK,605,1,22,Bengaluru
HBR Layout,4 Bedroom,1200,4,115,Bengaluru
Electronics City Phase 1,3 BHK,1450,3,79,Bengaluru
Bommenahalli,3 Bedroom,1232,3,96,Bengaluru
Laggere,5 Bedroom,1800,5,70,Bengaluru
Sidedahalli,1 Bedroom,900,1,52.3,Bengaluru
Kaggadasapura,2 BHK,1200,2,40,Bengaluru
Kadugodi,4 BHK,2100,3,204,Bengaluru
Uttarahalli,2 BHK,1065,2,42.6,Bengaluru
AGS Layout,2 BHK,1075,2,48.38,Bengaluru
Anand Nagar,6 Bedroom,1508,5,240,Bengaluru
Lake City,2 BHK,780,2,31,Bengaluru
7th Phase JP Nagar,2 BHK,1070,2,42.79,Bengaluru
Haralur Road,3 BHK,1464,3,56,Bengaluru
Ramagondanahalli,3 BHK,1910,3,150,Bengaluru
Cox Town,2 BHK,1280,2,120,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1530,3,64,Bengaluru
Bhoganhalli,4 BHK,2439,5,170,Bengaluru
Varsova Layout,2 BHK,1088,2,43.5,Bengaluru
Harlur,2 BHK,1174,2,78,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1587,3,73.8,Bengaluru
Kaggadasapura,2 BHK,1045,2,55,Bengaluru
Yelahanka,2 BHK,1304,2,69.97,Bengaluru
Whitefield,2 BHK,1100,2,65,Bengaluru
Hennur Road,3 BHK,1482,2,68.9,Bengaluru
Devanahalli,3 Bedroom,2125,3,107,Bengaluru
Varthur,5 BHK,1000,4,65,Bengaluru
Parappana Agrahara,2 BHK,1194,2,45,Bengaluru
Kengeri,2 BHK,1200,2,42,Bengaluru
Volagerekallahalli,2 BHK,1070,2,32.99,Bengaluru
Whitefield,2 BHK,1100,2,46.5,Bengaluru
Whitefield,3 BHK,1270,2,65,Bengaluru
Marasandra,2 BHK,1000,2,31,Bengaluru
Vittasandra,2 BHK,1246,2,69,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1529,3,51.77,Bengaluru
Thanisandra,2 BHK,1185,2,42,Bengaluru
Gubbalala,2 BHK,1060,2,46,Bengaluru
Ananth Nagar,3 BHK,1319,3,37.75,Bengaluru
Kaikondrahalli,2 BHK,991,2,64,Bengaluru
Thanisandra,1 BHK,662,1,38,Bengaluru
Nandini Layout,2 Bedroom,1200,2,110,Bengaluru
tc.palya,3 Bedroom,1400,2,78,Bengaluru
Talaghattapura,3 BHK,1575,3,80,Bengaluru
Hosakerehalli,2 Bedroom,600,2,65,Bengaluru
Electronic City,5 Bedroom,717,5,78,Bengaluru
Ananth Nagar,3 BHK,1319,3,42,Bengaluru
Brookefield,3 Bedroom,2000,3,300,Bengaluru
9th Phase JP Nagar,3 Bedroom,600,3,85,Bengaluru
Electronics City Phase 1,2 BHK,940,2,48,Bengaluru
Singasandra,1 Bedroom,600,1,45,Bengaluru
Chandapura,2 BHK,985,2,25.12,Bengaluru
Kodigehalli,2 Bedroom,500,1,55,Bengaluru
Bharathi Nagar,2 BHK,1349,2,56.7,Bengaluru
Whitefield,3 Bedroom,3117,3,261,Bengaluru
HSR Layout,3 BHK,1844,3,95,Bengaluru
Thigalarapalya,3 BHK,1830,4,150,Bengaluru
Sarjapur  Road,3 BHK,2275,4,185,Bengaluru
Bannerghatta,4 BHK,1791 - 4000,,246,Bengaluru
Varthur Road,2 BHK,1140,2,49.11,Bengaluru
Banjara Layout,3 Bedroom,900,3,79,Bengaluru
Jaya Mahal layout,3 BHK,2648,3,238,Bengaluru
Judicial Layout,5 Bedroom,5400,4,700,Bengaluru
Banashankari,3 BHK,1372,2,48.02,Bengaluru
Sanne Amanikere,3 BHK,1455,2,45,Bengaluru
Hebbal,2 BHK,1100,2,38,Bengaluru
Raja Rajeshwari Nagar,2 BHK,1295,2,55.47,Bengaluru
Vajarahalli,3 BHK,1475,3,80,Bengaluru
Nagavarapalya,3 BHK,1788,3,164,Bengaluru
Haralur Road,2 BHK,1243,2,46,Bengaluru
Yeshwanthpur,3 BHK,1855,3,140,Bengaluru
Kudlu Gate,3 BHK,1850,3,120,Bengaluru
Marathahalli,3 BHK,1315,2,60,Bengaluru
Whitefield,2 BHK,1216,2,73,Bengaluru
Brooke Bond First Cross,3 BHK,1721,3,93,Bengaluru
Sonnenahalli,2 BHK,1059,2,62,Bengaluru
Kadubeesanahalli,2 BHK,1184,2,55,Bengaluru
Yelahanka,7 Bedroom,1400,5,175,Bengaluru
Koramangala,3 BHK,2223,3,300,Bengaluru
Kodbisanhalli,3 BHK,1480,3,75,Bengaluru
Kodigehalli,2 BHK,635,1,28,Bengaluru
BEML Layout,2 Bedroom,2400,2,228,Bengaluru
JP Nagar,4 Bedroom,1500,2,87,Bengaluru
Hosa Road,2 BHK,1143,2,34.2,Bengaluru
Sarjapur  Road,4 Bedroom,3200,4,350,Bengaluru
Kanakpura Road,4 Bedroom,3170,4,250,Bengaluru
Vaishnavi Layout,4 Bedroom,4800,4,420,Bengaluru
Kothannur,3 BHK,1485,2,59.4,Bengaluru
Rajaji Nagar,3 BHK,1640,3,251,Bengaluru
Hennur,3 BHK,1655,2,70.5,Bengaluru
2nd Phase Judicial Layout,2 BHK,900,2,41,Bengaluru
Somasundara Palya,3 BHK,1600,3,69,Bengaluru
Neelamangala,2 BHK,1163,2,68,Bengaluru
Yelahanka New Town,1 BHK,45.06Sq. Meter,2,18,Bengaluru
Hennur Road,3 BHK,1654,3,97.8,Bengaluru
Pragathi Nagar,1 BHK,799 - 803,1,33.645,Bengaluru
Ngef Layout,4 Bedroom,2100,3,1000,Bengaluru
Bellandur,3 BHK,1685,3,101,Bengaluru
Banashankari,3 BHK,1540,3,80,Bengaluru
Thanisandra,2 BHK,1265,2,72,Bengaluru
Kasavanhalli,3 BHK,1200,2,38.4,Bengaluru
Amblipura,3 BHK,1300,2,80,Bengaluru
Sultan Palaya,2 BHK,1009,2,65,Bengaluru
Ramamurthy Nagar Extension,3 BHK,1540,3,65,Bengaluru
Bellandur,3 BHK,1735,3,105,Bengaluru
HSR Layout,4 Bedroom,2500,4,300,Bengaluru
Marsur,2 BHK,497,1,20,Bengaluru
Hosakerehalli,3 BHK,2480,4,265,Bengaluru
Electronic City,2 BHK,1142,2,35,Bengaluru
Doctors Layout,3 BHK,1215,2,46.8,Bengaluru
Electronic City,2 BHK,1070,2,48,Bengaluru
Electronic City Phase II,2 BHK,1125,2,32.49,Bengaluru
Bommasandra Industrial Area,2 BHK,1125,2,32.49,Bengaluru
Kasavanhalli,2 BHK,1575,2,85,Bengaluru
Hosa Road,2 BHK,1360,2,77.61,Bengaluru
Haralur Road,3 BHK,1710,3,85,Bengaluru
Electronic City Phase II,2 BHK,1200,2,34.65,Bengaluru
Bannerghatta Road,4 BHK,2185,3,120,Bengaluru
Bagalur,4 BHK,2400,4,135,Bengaluru
Banashankari,2 BHK,1195,2,35.84,Bengaluru
Vittasandra,2 BHK,1246,2,67,Bengaluru
Bannerghatta Road,2 BHK,1012,2,45,Bengaluru
Ganga Nagar,2 BHK,998,2,65,Bengaluru
Doddaballapur,3 Bedroom,2400,3,250,Bengaluru
7th Phase JP Nagar,2 BHK,1130,2,85,Bengaluru
Koramangala,3 BHK,1744,4,210,Bengaluru
Rajaji Nagar,4 BHK,2733,5,259,Bengaluru
Karuna Nagar,3 BHK,1354,2,98,Bengaluru
Maruthi Nagar,10 Bedroom,3300,9,450,Bengaluru
Brookefield,2 BHK,1389,2,94,Bengaluru
Sarjapur,4 Bedroom,2970,3,130,Bengaluru
Cooke Town,3 BHK,2560,4,310,Bengaluru
Lakshminarayana Pura,2 BHK,1172,2,75,Bengaluru
5th Block Jayanagar,3 Bedroom,500,2,75,Bengaluru
Kaggadasapura,3 BHK,1495,3,60,Bengaluru
Varthur,2 BHK,1738,2,57.35,Bengaluru
Dodda Nekkundi,2 BHK,1315,2,50,Bengaluru
Marathahalli,2 BHK,1270,2,73,Bengaluru
Electronic City Phase II,2 BHK,1160,2,52.2,Bengaluru
Raja Rajeshwari Nagar,3 BHK,1450,2,67,Bengaluru
Rayasandra,1 BHK,470,1,21,Bengaluru
2nd Phase JP Nagar,2 BHK,1040,2,78,Bengaluru
Sarjapur,2 BHK,1205,2,29,Bengaluru
KSRTC Layout,3 BHK,1215,2,50,Bengaluru
Whitefield,2 BHK,1135,2,58,Bengaluru
8th Phase JP Nagar,3 BHK,1224,2,48.95,Bengaluru
Budigere,1 BHK,664,1,34,Bengaluru
Electronic City,3 BHK,1160,2,42,Bengaluru
Babusapalaya,2 Bedroom,1200,2,105,Bengaluru
Bommasandra Industrial Area,3 BHK,1220,2,35.2,Bengaluru
Bharathi Nagar,2 BHK,1328,2,69,Bengaluru
BSM Extension,2 BHK,975,2,45,Bengaluru
Ambedkar Colony,3 BHK,1907,2,200,Bengaluru
Malleshwaram,2 BHK,900,2,72,Bengaluru
Banashankari 6th Stage,2 BHK,1330,2,80,Bengaluru
Rajiv Nagar,4 BHK,2330,5,175,Bengaluru
Munnekollal,3 BHK,1222,3,95,Bengaluru
Dodsworth Layout,3 Bedroom,4446,3,410,Bengaluru
Sarjapur  Road,3 BHK,2100,3,135,Bengaluru
Sarjapur  Road,4 BHK,3335,4,290,Bengaluru
Whitefield,3 Bedroom,3150,3,290,Bengaluru
Jnana Ganga Nagar,3 Bedroom,1320,2,95,Bengaluru
9th Phase JP Nagar,7 Bedroom,820,7,140,Bengaluru
Shetty Halli,5 Bedroom,8000,5,550,Bengaluru
Hennur Road,4 Bedroom,2400,5,500,Bengaluru
Uttarahalli,3 BHK,1330,2,46.55,Bengaluru
Hosur Road,4 Bedroom,2000,4,130,Bengaluru
Electronic City Phase II,2 BHK,1244,2,55,Bengaluru
Konena Agrahara,2 BHK,1000,2,50,Bengaluru
Gunjur Palya,3 BHK,1400,3,45,Bengaluru
Vignana Nagar,2 BHK,1000,2,35,Bengaluru
Rajaji Nagar,2 Bedroom,1056,1,250,Bengaluru
Uttarahalli,3 BHK,1250,2,50,Bengaluru
Hebbal,4 BHK,2470 - 2790,5,188,Bengaluru
Jeevan bima nagar,2 BHK,1225,2,48,Bengaluru
Hebbal,4 BHK,2790,5,198,Bengaluru
Indira Nagar,4 BHK,2800,4,365,Bengaluru
Seegehalli,3 BHK,1683,3,80,Bengaluru
Yelahanka,2 BHK,1250,2,54,Bengaluru
Hennur Road,3 BHK,1305,2,110,Bengaluru
Sarjapur  Road,3 Bedroom,3009,3,331,Bengaluru
