location,size,total_sqft,bath,price,Place
Adyar,1 bhk,613,1.0,61.93485,Chennai
Chrompet,1 bhk,714,1.0,81.4495,Chennai
Karapakkam,1 bhk,596,1.0,57.66,Chennai
KK Nagar,3 bhk,1804,2.0,110.6504,Chennai
Karapakkam,1 bhk,1058,1.0,91.21,Chennai
Chrompt,1 bhk,884,1.0,96.689,Chennai
KK Nagar,4 bhk,2321,2.0,112.9122,Chennai
Karapakkam,2 bhk,1603,2.0,140.775,Chennai
Adyar,1 bhk,715,1.0,105.7165,Chennai
Karapakkam,2 bhk,1397,2.0,98.88,Chennai
Anna Nagar,1 bhk,1604,1.0,129.8546,Chennai
KK Nagar,2 bhk,1533,1.0,128.4428,Chennai
Anna Nagar,1 bhk,1744,1.0,138.3203,Chennai
Chrompet,1 bhk,1097,1.0,87.921,Chennai
Chrompet,1 bhk,748,1.0,107.2725,Chennai
Adyar,1 bhk,847,1.0,52.54245,Chennai
T Nagar,1 bhk,1535,1.0,181.6389,Chennai
Karapakkam,2 bhk,1558,2.0,70.4775,Chennai
Velachery,2 bhk,1696,1.0,94.751,Chennai
Anna Nagar,2 bhk,1868,1.0,131.0754,Chennai
Karapakkam,1 bhk,591,1.0,58.65875,Chennai
Anna Nagar,1 bhk,1539,1.0,109.5944,Chennai
Anna Nagar,1 bhk,1594,1.0,129.1843,Chennai
Chrompet,1 bhk,1074,1.0,140.489,Chennai
Chrompet,1 bhk,736,1.0,103.168,Chennai
Chrompet,1 bhk,904,1.0,78.3183,Chennai
Chrompet,1 bhk,802,1.0,129.7115,Chennai
Karapakkam,2 bhk,1445,2.0,87.835,Chennai
Velachery,2 bhk,1623,1.0,103.4656,Chennai
Anna Nagar,2 bhk,1978,1.0,138.3175,Chennai
Karapakkam,2 bhk,1546,2.0,83.405,Chennai
KK Nagar,3 bhk,1896,2.0,104.614,Chennai
KK Nagar,2 bhk,1673,1.0,162.8014,Chennai
KK Nagar,4 bhk,2334,2.0,174.2256,Chennai
Chrompet,1 bhk,1114,1.0,92.147,Chennai
Chrompet,1 bhk,776,1.0,82.3755,Chennai
Karapakkam,2 bhk,1675,2.0,108.93375,Chennai
T Nagar,1 bhk,1590,1.0,201.4285,Chennai
T Nagar,1 bhk,1639,1.0,197.0472,Chennai
Velachery,2 bhk,1712,1.0,81.378,Chennai
Adyar,1 bhk,1118,1.0,83.5107,Chennai
Adyar,1 bhk,792,1.0,95.2215,Chennai
Adyar,1 bhk,1190,1.0,96.32875,Chennai
Chrompet,2 bhk,1243,1.0,94.6935,Chennai
Anna Nagar,1 bhk,1657,1.0,121.1621,Chennai
Chrompet,1 bhk,1008,1.0,93.2496,Chennai
Velachery,2 bhk,1658,1.0,140.8614,Chennai
KK Nagar,2 bhk,1381,1.0,133.0674,Chennai
Karapakkam,1 bhk,929,1.0,76.9875,Chennai
Chrompet,1 bhk,1166,1.0,100.9317,Chennai
Chrompet,2 bhk,1239,1.0,98.1913,Chennai
Chrompet,2 bhk,1231,1.0,95.9297,Chennai
Anna Nagar,2 bhk,1973,1.0,121.9838,Chennai
KK Nagar,4 bhk,2244,2.0,123.561,Chennai
Karapakkam,2 bhk,1577,2.0,66.87375,Chennai
T Nagar,2 bhk,1854,1.0,127.639,Chennai
Chrompet,1 bhk,1109,1.0,100.7853,Chennai
KK Nagar,3 bhk,1801,2.0,103.4594,Chennai
Chrompet,2 bhk,1257,1.0,137.737,Chennai
Karapakkam,1 bhk,531,1.0,37.67125,Chennai
Karapakkam,2 bhk,1380,2.0,86.2475,Chennai
KK Nagar,2 bhk,1758,1.0,88.5066,Chennai
Anna Nagar,1 bhk,1777,1.0,142.378,Chennai
Anna Nagar,2 bhk,1943,1.0,140.7871,Chennai
Velachery,3 bhk,1964,2.0,107.0595,Chennai
Anna Nagar,1 bhk,1777,1.0,141.3895,Chennai
Anna Nagar,1 bhk,1751,1.0,105.6172,Chennai
KK Nagar,2 bhk,1573,1.0,93.368,Chennai
KK Nagar,2 bhk,1438,1.0,137.5034,Chennai
Adyar,1 bhk,925,1.0,74.87725,Chennai
Chrompet,2 bhk,1280,1.0,107.002,Chennai
Adyar,1 bhk,947,1.0,89.3141,Chennai
T Nagar,2 bhk,1981,1.0,139.2383,Chennai
KK Nagar,2 bhk,1554,1.0,94.445,Chennai
Velachery,2 bhk,1762,1.0,88.9978,Chennai
Anna Nagar,2 bhk,1835,1.0,126.0536,Chennai
KK Nagar,2 bhk,1351,1.0,99.1476,Chennai
Chrompet,1 bhk,750,1.0,79.5475,Chennai
Velachery,2 bhk,1598,1.0,130.8748,Chennai
Velachery,3 bhk,1856,2.0,94.3041,Chennai
Velachery,2 bhk,1584,1.0,81.8313,Chennai
Adyar,1 bhk,852,1.0,83.5566,Chennai
Karapakkam,2 bhk,1650,2.0,105.545,Chennai
Karapakkam,2 bhk,1606,2.0,75.57,Chennai
Adyar,1 bhk,1152,1.0,100.08685,Chennai
KK Nagar,2 bhk,1763,1.0,121.8224,Chennai
Anna Nagar,2 bhk,1969,1.0,229.165,Chennai
Adyar,1 bhk,994,1.0,72.05505,Chennai
T Nagar,1 bhk,1566,1.0,112.2538,Chennai
Chrompet,1 bhk,914,1.0,120.1035,Chennai
Anna Nagar,1 bhk,1757,1.0,118.3951,Chennai
Adyar,2 bhk,1241,2.0,105.68895,Chennai
Velachery,3 bhk,1926,2.0,148.1462,Chennai
Velachery,2 bhk,1531,1.0,67.4534,Chennai
Adyar,1 bhk,928,1.0,105.957,Chennai
Velachery,2 bhk,1716,1.0,77.7755,Chennai
Velachery,2 bhk,1637,1.0,90.148,Chennai
Chrompet,2 bhk,1286,1.0,106.7582,Chennai
Karapakkam,2 bhk,1694,2.0,114.055,Chennai
Chrompet,1 bhk,770,1.0,98.7675,Chennai
Velachery,2 bhk,1677,1.0,88.5922,Chennai
Adyar,1 bhk,790,1.0,97.58035,Chennai
Chrompet,1 bhk,1115,1.0,90.056,Chennai
KK Nagar,2 bhk,1723,1.0,91.6086,Chennai
Karapakkam,1 bhk,1013,1.0,95.11,Chennai
Karapakkam,1 bhk,1143,1.0,59.47125,Chennai
KK Nagar,2 bhk,1676,1.0,152.448,Chennai
Adyar,1 bhk,960,1.0,84.2809,Chennai
T Nagar,2 bhk,1849,1.0,133.9347,Chennai
Karapakkam,1 bhk,850,1.0,38.745,Chennai
Chrompet,1 bhk,935,1.0,115.295,Chennai
Karapakkam,1 bhk,1247,1.0,107.58,Chennai
Karapakkam,2 bhk,1420,2.0,90.82,Chennai
Chrompet,1 bhk,989,1.0,93.159,Chennai
Chrompet,2 bhk,1227,1.0,88.456,Chennai
Velachery,2 bhk,1626,1.0,72.574,Chennai
Chrompet,1 bhk,787,1.0,107.517,Chennai
Velachery,2 bhk,1576,1.0,85.6724,Chennai
Karapakkam,1 bhk,594,1.0,53.085,Chennai
Chormpet,1 bhk,991,1.0,87.65,Chennai
Karapakkam,1 bhk,684,1.0,39.1675,Chennai
Velachery,2 bhk,1717,1.0,73.6989,Chennai
Adyar,1 bhk,1195,1.0,96.40575,Chennai
Chrompet,1 bhk,951,1.0,112.396,Chennai
Karapakkam,1 bhk,825,1.0,67.78,Chennai
KK Nagar,4 bhk,2498,2.0,192.0026,Chennai
Karapakkam,1 bhk,830,1.0,42.42,Chennai
Karapakkam,2 bhk,1459,2.0,103.88375,Chennai
Chrompet,1 bhk,820,1.0,82.547,Chennai
KK Nagar,4 bhk,2434,2.0,143.6172,Chennai
Karapakkam,2 bhk,1647,2.0,94.99,Chennai
Karapakkam,1 bhk,847,1.0,68.14,Chennai
Anna Nagar,2 bhk,1863,1.0,150.827,Chennai
Adyar,1 bhk,1080,1.0,105.46405,Chennai
Chrompet,2 bhk,1292,1.0,97.461,Chennai
KK Nagar,3 bhk,1883,2.0,114.4786,Chennai
Velachery,2 bhk,1748,1.0,95.1688,Chennai
Karapakkam,2 bhk,1621,2.0,75.80125,Chennai
KK Nagar,3 bhk,2061,2.0,113.7398,Chennai
Velachery,2 bhk,1521,1.0,128.4212,Chennai
Chrompet,1 bhk,839,1.0,116.5025,Chennai
Chrompet,2 bhk,1296,1.0,95.7655,Chennai
Chrompet,1 bhk,1027,1.0,92.6549,Chennai
KK Nagar,3 bhk,1921,2.0,113.5496,Chennai
Adyar,1 bhk,855,1.0,78.15055,Chennai
Velachery,3 bhk,1857,2.0,101.8847,Chennai
Chrompet,1 bhk,920,1.0,92.114,Chennai
Velachery,2 bhk,1781,1.0,122.9655,Chennai
Anna Nagar,1 bhk,1658,1.0,96.1513,Chennai
Karapakkam,2 bhk,1611,2.0,126.99,Chennai
KK Nagar,2 bhk,1339,1.0,110.847,Chennai
Karapakkam,1 bhk,876,1.0,67.63,Chennai
Velachery,3 bhk,1880,2.0,150.7408,Chennai
Karapakkam,1 bhk,1227,1.0,49.6925,Chennai
Chrompet,1 bhk,918,1.0,87.4566,Chennai
Chrompet,1 bhk,750,1.0,104.28,Chennai
Anna Nagar,1 bhk,1631,1.0,103.2398,Chennai
Karapakkam,1 bhk,782,1.0,48.4275,Chennai
Chrompet,2 bhk,1258,1.0,111.5491,Chennai
T Nagar,1 bhk,1536,1.0,127.5489,Chennai
Karapakkam,1 bhk,643,1.0,65.01,Chennai
Adyar,1 bhk,919,1.0,88.02735,Chennai
Karapakkam,1 bhk,1180,1.0,83.6675,Chennai
Adyar,1 bhk,1167,1.0,104.74605,Chennai
Velachery,2 bhk,1698,1.0,105.0933,Chennai
Adyar,1 bhk,1051,1.0,80.9062,Chennai
Chrompet,1 bhk,881,1.0,87.3492,Chennai
Karapakkam,1 bhk,1042,1.0,63.6925,Chennai
Velachery,3 bhk,1954,2.0,94.8444,Chennai
Adyar,1 bhk,919,1.0,93.103,Chennai
Karapakkam,1 bhk,1287,1.0,92.6075,Chennai
Anna Nagar,1 bhk,1793,1.0,131.8628,Chennai
KK Nagar,3 bhk,1814,2.0,162.7174,Chennai
Velachery,3 bhk,1889,2.0,73.1137,Chennai
Velachery,2 bhk,1642,1.0,116.5368,Chennai
Velachery,3 bhk,1910,2.0,158.3155,Chennai
Chrompet,1 bhk,990,1.0,73.0225,Chennai
KK Nagar,3 bhk,1842,2.0,119.0474,Chennai
Karapakkam,1 bhk,825,1.0,93.0575,Chennai
Chrompet,1 bhk,802,1.0,86.571,Chennai
Karapakkam,1 bhk,858,1.0,56.0175,Chennai
KK Nagar,2 bhk,1499,1.0,97.8922,Chennai
Anna Nagar,2 bhk,1828,1.0,205.8133,Chennai
Chrompet,1 bhk,717,1.0,77.252,Chennai
Karapakkam,1 bhk,504,1.0,70.19,Chennai
Anna Nagar,2 bhk,1823,1.0,134.1003,Chennai
KK Nagar,2 bhk,1721,1.0,101.994,Chennai
T Nagar,1 bhk,1734,1.0,189.1895,Chennai
Chrompet,1 bhk,787,1.0,117.0345,Chennai
Chrompet,2 bhk,1265,1.0,97.352,Chennai
Velachery,3 bhk,1967,2.0,108.2681,Chennai
Chrompet,1 bhk,1008,1.0,128.945,Chennai
Chrompet,1 bhk,1120,1.0,132.0875,Chennai
Anna Nagar,2 bhk,1952,1.0,210.2689,Chennai
Karapakkam,1 bhk,1100,1.0,54.3875,Chennai
Adyar,1 bhk,1098,1.0,105.5641,Chennai
KK Nagar,2 bhk,1470,1.0,91.6334,Chennai
Chrompet,1 bhk,970,1.0,74.6375,Chennai
KK Nagar,2 bhk,1432,1.0,114.8958,Chennai
Karapakkam,1 bhk,790,1.0,61.025,Chennai
Chrompet,1 bhk,1149,1.0,137.3435,Chennai
Chrompet,1 bhk,762,1.0,70.371,Chennai
Chrompet,1 bhk,847,1.0,89.3145,Chennai
Velachery,3 bhk,1954,2.0,101.5149,Chennai
KK Nagar,4 bhk,2232,2.0,140.7426,Chennai
Anna Nagar,1 bhk,1587,1.0,175.2945,Chennai
T Nagar,2 bhk,1891,1.0,213.2755,Chennai
KK Nagar,3 bhk,1916,2.0,106.5598,Chennai
Velachery,2 bhk,1622,1.0,105.8187,Chennai
Velachery,3 bhk,1812,2.0,150.7474,Chennai
Adyar,1 bhk,1010,1.0,98.175,Chennai
T Nagar,1 bhk,1526,1.0,176.7337,Chennai
Chrompet,1 bhk,775,1.0,66.0325,Chennai
Karapakkam,1 bhk,1239,1.0,59.47625,Chennai
Anna Nagar,1 bhk,1538,1.0,95.9304,Chennai
Anna Nagar,2 bhk,1853,1.0,205.2517,Chennai
Velachery,2 bhk,1536,1.0,129.4673,Chennai
KK Nagar,4 bhk,2241,2.0,125.613,Chennai
Velachery,2 bhk,1709,1.0,81.3377,Chennai
Chrompet,2 bhk,1282,1.0,151.952,Chennai
Karapakkam,1 bhk,1319,1.0,47.465,Chennai
Adyar,1 bhk,994,1.0,103.81895,Chennai
Chrompet,1 bhk,782,1.0,73.4434,Chennai
KK Nagar,4 bhk,2235,2.0,182.0134,Chennai
Adyar,1 bhk,650,1.0,90.80015,Chennai
Anna Nagar,1 bhk,1677,1.0,106.1709,Chennai
Adyar,1 bhk,684,1.0,45.75925,Chennai
Chrompet,1 bhk,1128,1.0,98.0515,Chennai
KK Nagar,2 bhk,1360,1.0,126.2336,Chennai
Chrompet,1 bhk,895,1.0,95.334,Chennai
Chrompet,2 bhk,1227,1.0,104.9924,Chennai
T Nagar,1 bhk,1720,1.0,114.4069,Chennai
Karapakkam,1 bhk,1003,1.0,70.6425,Chennai
KK Nagar,3 bhk,2114,2.0,169.298,Chennai
Chrompet,1 bhk,973,1.0,84.5735,Chennai
Velachery,2 bhk,1655,1.0,87.2574,Chennai
Adyar,1 bhk,910,1.0,65.1357,Chennai
Adyar,1 bhk,840,1.0,85.72425,Chennai
KK Nagar,3 bhk,1835,2.0,154.9326,Chennai
Chrompet,1 bhk,1001,1.0,97.2432,Chennai
Anna Nagar,1 bhk,1646,1.0,205.191,Chennai
Chrompet,1 bhk,907,1.0,89.4704,Chennai
Adyar,1 bhk,809,1.0,90.43635,Chennai
Chrompet,2 bhk,1278,1.0,145.973,Chennai
Chrompet,1 bhk,1051,1.0,93.1012,Chennai
Adyar,1 bhk,1054,1.0,77.4008,Chennai
Karapakkam,1 bhk,971,1.0,88.7825,Chennai
KK Nagar,3 bhk,1956,2.0,166.7718,Chennai
Anna Nagar,2 bhk,1921,1.0,143.0108,Chennai
Karapakkam,1 bhk,947,1.0,55.23875,Chennai
Velachery,2 bhk,1514,1.0,79.3235,Chennai
Karapakkam,1 bhk,1125,1.0,80.7275,Chennai
Karapakkam,2 bhk,1394,2.0,69.6225,Chennai
Karapakkam,2 bhk,1609,2.0,129.77,Chennai
T Nagar,2 bhk,1916,1.0,131.7494,Chennai
Chrompet,1 bhk,1015,1.0,77.42,Chennai
Chrompet,1 bhk,835,1.0,69.9645,Chennai
Anna Nagar,1 bhk,1617,1.0,113.6782,Chennai
T Nagar,2 bhk,1901,1.0,140.0153,Chennai
Anna Nagar,1 bhk,1548,1.0,185.9858,Chennai
Anna Nagar,1 bhk,1660,1.0,116.1851,Chennai
Karapakkam,1 bhk,890,1.0,67.1575,Chennai
Chrompet,1 bhk,956,1.0,118.4495,Chennai
Velachery,3 bhk,1841,2.0,114.9219,Chennai
Chrompet,2 bhk,1280,1.0,141.5385,Chennai
Anna Nagar,1 bhk,1636,1.0,134.8383,Chennai
KK Nagar,3 bhk,2204,2.0,122.5706,Chennai
Karapakkam,1 bhk,1203,1.0,60.16875,Chennai
Chrompet,1 bhk,1122,1.0,80.158,Chennai
Anna Nagar,1 bhk,1574,1.0,110.0367,Chennai
KK Nagar,2 bhk,1374,1.0,97.4152,Chennai
Velachery,2 bhk,1746,1.0,136.2642,Chennai
Karapakkam,2 bhk,1370,2.0,76.335,Chennai
Karapakkam,2 bhk,1362,2.0,58.78,Chennai
Anna Nagar,2 bhk,1897,1.0,207.3844,Chennai
Chrompet,1 bhk,1020,1.0,80.0025,Chennai
Chrompet,1 bhk,897,1.0,88.9705,Chennai
Adyar,1 bhk,1023,1.0,121.14895,Chennai
Karapakkam,2 bhk,1344,2.0,93.4125,Chennai
Anna Nagar,1 bhk,1689,1.0,205.1462,Chennai
Velachery,2 bhk,1764,1.0,146.8776,Chennai
KK Nagar,3 bhk,1820,2.0,110.951,Chennai
Chrompet,1 bhk,987,1.0,106.466,Chennai
T Nagar,1 bhk,1688,1.0,128.7281,Chennai
Anna Nagar,2 bhk,1908,1.0,121.1405,Chennai
Chrompet,1 bhk,1078,1.0,93.4835,Chennai
Karapakkam,2 bhk,1637,2.0,94.075,Chennai
Adyar,1 bhk,1019,1.0,89.63715,Chennai
Chrompet,1 bhk,1198,1.0,131.6305,Chennai
Chrompet,1 bhk,1002,1.0,126.547,Chennai
Karapakkam,1 bhk,1088,1.0,84.825,Chennai
Anna Nagar,1 bhk,1703,1.0,209.8985,Chennai
Chrompet,1 bhk,946,1.0,82.758,Chennai
Velachery,3 bhk,1983,2.0,132.911,Chennai
Karapakkam,1 bhk,1112,1.0,99.2825,Chennai
Adyar,1 bhk,700,1.0,76.09525,Chennai
Anna Nagar,2 bhk,1956,1.0,151.7812,Chennai
KK Nagar,2 bhk,1666,1.0,101.0506,Chennai
Velachery,3 bhk,1959,2.0,102.2528,Chennai
Chrompet,2 bhk,1276,1.0,103.0937,Chennai
Chrompet,1 bhk,1079,1.0,84.632,Chennai
KK Nagar,4 bhk,2357,2.0,128.7106,Chennai
Anna Nagar,2 bhk,1988,1.0,147.7477,Chennai
Karapakkam,1 bhk,1257,1.0,81.72125,Chennai
Velachery,3 bhk,1827,2.0,148.1868,Chennai
T Nagar,1 bhk,1661,1.0,204.5095,Chennai
Karapakkam,1 bhk,939,1.0,91.49,Chennai
Velachery,2 bhk,1607,1.0,124.9904,Chennai
KK Nagar,3 bhk,1829,2.0,102.7298,Chennai
Chrompet,1 bhk,806,1.0,86.364,Chennai
Chrompet,1 bhk,784,1.0,74.999,Chennai
Velachery,2 bhk,1540,1.0,126.4766,Chennai
Anna Nagar,1 bhk,1794,1.0,208.3823,Chennai
KK Nagar,3 bhk,1875,2.0,93.2912,Chennai
KK Nagar,2 bhk,1494,1.0,91.2036,Chennai
T Nagar,2 bhk,1921,1.0,210.5086,Chennai
Adyar,1 bhk,603,1.0,61.85335,Chennai
KK Nagar,2 bhk,1479,1.0,84.0092,Chennai
Anna Nagar,1 bhk,1574,1.0,118.5594,Chennai
Chrompet,1 bhk,730,1.0,89.726,Chennai
KK Nagar,4 bhk,2450,2.0,125.066,Chennai
KK Nagar,2 bhk,1379,1.0,102.0976,Chennai
T Nagar,1 bhk,1621,1.0,128.9953,Chennai
Karapakkam,1 bhk,617,1.0,24.76375,Chennai
Karapakkam,1 bhk,508,1.0,56.79,Chennai
Karapakkam,2 bhk,1485,2.0,80.205,Chennai
Karapakkam,1 bhk,804,1.0,83.9625,Chennai
Chrompet,1 bhk,917,1.0,71.106,Chennai
Anna Nagar,1 bhk,1729,1.0,141.5886,Chennai
Chrompet,1 bhk,1102,1.0,145.1095,Chennai
Velachery,3 bhk,1826,2.0,165.9547,Chennai
Velachery,3 bhk,1864,2.0,159.1357,Chennai
Velachery,2 bhk,1776,1.0,104.2351,Chennai
Chrompet,1 bhk,1091,1.0,126.906,Chennai
Adyar,1 bhk,712,1.0,106.06765,Chennai
Chrompet,1 bhk,795,1.0,123.1335,Chennai
Chrompet,1 bhk,922,1.0,132.899,Chennai
Karapakkam,2 bhk,1473,2.0,83.52,Chennai
Karapakkam,2 bhk,1699,2.0,114.2375,Chennai
Chrompet,1 bhk,1026,1.0,101.2007,Chennai
Anna Nagar,1 bhk,1570,1.0,107.3811,Chennai
KK Nagar,2 bhk,1479,1.0,84.9564,Chennai
KK Nagar,4 bhk,2380,2.0,123.4104,Chennai
Chrompet,1 bhk,704,1.0,62.4845,Chennai
KK Nagar,1 bhk,1325,1.0,84.775,Chennai
Velachery,2 bhk,1558,1.0,125.6435,Chennai
Chrompet,1 bhk,1133,1.0,93.0496,Chennai
KK Nagar,3 bhk,1866,2.0,108.2222,Chennai
Adyar,1 bhk,936,1.0,90.3826,Chennai
Velachery,2 bhk,1657,1.0,108.4995,Chennai
Chrompet,1 bhk,904,1.0,84.5208,Chennai
Chrompet,1 bhk,924,1.0,134.851,Chennai
KK Nagar,3 bhk,2031,2.0,118.7814,Chennai
Velachery,3 bhk,1945,2.0,109.6192,Chennai
Chrompet,2 bhk,1297,1.0,100.8845,Chennai
KK Nagar,3 bhk,2179,2.0,178.5898,Chennai
Chrompet,1 bhk,996,1.0,91.354,Chennai
Chrompet,1 bhk,969,1.0,86.4638,Chennai
Velachery,2 bhk,1506,1.0,85.7611,Chennai
Chrompet,1 bhk,1095,1.0,83.6725,Chennai
KK Nagar,1 bhk,1329,1.0,98.4076,Chennai
Karapakkam,1 bhk,1130,1.0,84.615,Chennai
Karapakkam,1 bhk,1299,1.0,106.5125,Chennai
Karapakkam,1 bhk,514,1.0,30.935,Chennai
KK Nagar,2 bhk,1738,1.0,106.465,Chennai
TNagar,1 bhk,1782,1.0,121.0505,Chennai
Karapakkam,1 bhk,749,1.0,53.25,Chennai
Chrompet,2 bhk,1267,1.0,93.966,Chennai
Karapakkam,1 bhk,694,1.0,69.3625,Chennai
Adyar,1 bhk,1175,1.0,107.32635,Chennai
Anna Nagar,2 bhk,1846,1.0,202.4499,Chennai
KK Nagar,2 bhk,1428,1.0,129.6494,Chennai
Adyar,1 bhk,824,1.0,78.81135,Chennai
Velachery,2 bhk,1637,1.0,134.6046,Chennai
KK Nagar,3 bhk,2189,2.0,137.9182,Chennai
Adyar,1 bhk,1128,1.0,96.6281,Chennai
Karapakkam,1 bhk,1213,1.0,69.1825,Chennai
Velachery,3 bhk,1984,2.0,156.794,Chennai
Adyar,1 bhk,680,1.0,85.8863,Chennai
Velachery,2 bhk,1508,1.0,68.9079,Chennai
Anna Nagar,2 bhk,2000,1.0,209.2689,Chennai
Anna Nagar,1 bhk,1538,1.0,199.6436,Chennai
T Nagar,1 bhk,1723,1.0,125.6507,Chennai
Chrompet,1 bhk,1161,1.0,105.8692,Chennai
Velachery,2 bhk,1676,1.0,90.8916,Chennai
T Nagar,1 bhk,1749,1.0,113.5189,Chennai
KK Nagar,3 bhk,2199,2.0,127.6156,Chennai
Chrompet,1 bhk,1101,1.0,89.824,Chennai
Adyar,2 bhk,1240,2.0,106.3682,Chennai
Adyar,2 bhk,1266,2.0,81.2287,Chennai
Chrompet,1 bhk,1021,1.0,93.1552,Chennai
Velachery,2 bhk,1713,1.0,78.9747,Chennai
Velachery,2 bhk,1563,1.0,56.1327,Chennai
Chrompet,1 bhk,889,1.0,121.4625,Chennai
Velachery,3 bhk,1925,2.0,110.5519,Chennai
KK Nagar,3 bhk,1791,2.0,104.3426,Chennai
Chrompet,1 bhk,910,1.0,91.8625,Chennai
KK Nagar,4 bhk,2450,2.0,116.3824,Chennai
KK Nagar,2 bhk,1763,1.0,103.884,Chennai
Chrompet,1 bhk,1170,1.0,124.485,Chennai
Adyar,2 bhk,1294,2.0,103.833,Chennai
KK Nagar,2 bhk,1386,1.0,138.007,Chennai
Karapakkam,2 bhk,1506,2.0,64.5025,Chennai
Anna Nagar,2 bhk,1830,1.0,207.8731,Chennai
Chrompet,1 bhk,744,1.0,64.812,Chennai
Chrompet,2 bhk,1298,1.0,97.194,Chennai
Anna Nagar,1 bhk,1615,1.0,98.4595,Chennai
KK Nagar,3 bhk,1964,2.0,100.8458,Chennai
Chrompet,1 bhk,812,1.0,72.261,Chennai
Adyar,2 bhk,1270,2.0,145.69565,Chennai
Karapakkam,1 bhk,1045,1.0,35.7475,Chennai
Chrompet,1 bhk,1093,1.0,87.504,Chennai
Chrompet,1 bhk,934,1.0,71.5168,Chennai
Velachery,2 bhk,1617,1.0,85.2889,Chennai
Velachery,3 bhk,1994,2.0,83.7688,Chennai
Velachery,2 bhk,1759,1.0,119.7883,Chennai
KK Nagar,3 bhk,1968,2.0,130.5318,Chennai
Karapakkam,1 bhk,785,1.0,41.46875,Chennai
Velachery,3 bhk,1956,2.0,95.6629,Chennai
Karapakkam,1 bhk,1042,1.0,59.985,Chennai
Anna Nagar,1 bhk,1566,1.0,114.701,Chennai
KK Nagar,2 bhk,1380,1.0,120.7656,Chennai
Karapakkam,1 bhk,1047,1.0,67.94,Chennai
Chrompet,1 bhk,975,1.0,80.7485,Chennai
Chrompet,1 bhk,1036,1.0,83.1355,Chennai
Anna Nagar,2 bhk,1960,1.0,129.7622,Chennai
KK Nagar,4 bhk,2438,2.0,118.715,Chennai
T Nagar,1 bhk,1752,1.0,119.8719,Chennai
Chrompet,2 bhk,1272,1.0,90.6514,Chennai
Adyr,1 bhk,784,1.0,90.44045,Chennai
KK Nagar,4 bhk,2461,2.0,127.1298,Chennai
Chrompet,1 bhk,911,1.0,115.076,Chennai
KK Nagar,4 bhk,2330,2.0,197.6832,Chennai
Velachery,2 bhk,1673,1.0,84.8325,Chennai
Chrompet,1 bhk,1171,1.0,140.3505,Chennai
Velachery,3 bhk,1966,2.0,93.4317,Chennai
Karapakkam,1 bhk,850,1.0,70.3925,Chennai
Anna Nagar,1 bhk,1622,1.0,113.0883,Chennai
Velachery,3 bhk,1938,2.0,115.5433,Chennai
Anna Nagar,2 bhk,1867,1.0,135.0778,Chennai
Adyar,1 bhk,791,1.0,63.8704,Chennai
Anna Nagar,2 bhk,1958,1.0,198.0169,Chennai
Anna Nagar,1 bhk,1601,1.0,126.4654,Chennai
Karapakkam,2 bhk,1617,2.0,144.8625,Chennai
Chrompet,1 bhk,1015,1.0,116.7775,Chennai
T Nagar,1 bhk,1572,1.0,122.7463,Chennai
T Nagar,2 bhk,1924,1.0,137.8046,Chennai
T Nagar,2 bhk,1848,1.0,147.7216,Chennai
Chrompet,2 bhk,1238,1.0,100.6415,Chennai
T Nagar,1 bhk,1556,1.0,122.1517,Chennai
Anna Nagar,1 bhk,1543,1.0,180.8041,Chennai
Anna Nagar,1 bhk,1534,1.0,173.1157,Chennai
KK Nagar,2 bhk,1635,1.0,89.0822,Chennai
KK Nagar,2 bhk,1450,1.0,106.1322,Chennai
Chrompet,1 bhk,1117,1.0,82.8264,Chennai
Chrompet,1 bhk,953,1.0,80.5015,Chennai
Chrompet,1 bhk,742,1.0,74.397,Chennai
Karapakkam,1 bhk,820,1.0,54.3575,Chennai
Anna Nagar,2 bhk,1895,1.0,137.7042,Chennai
Anna Nagar,1 bhk,1717,1.0,203.3035,Chennai
Chrompet,1 bhk,790,1.0,86.64,Chennai
Velachery,3 bhk,1885,2.0,164.106,Chennai
Velachery,2 bhk,1749,1.0,124.0303,Chennai
Karapakkam,1 bhk,734,1.0,67.0225,Chennai
Karapakkam,2 bhk,1624,2.0,53.8325,Chennai
Adyar,1 bhk,953,1.0,82.33645,Chennai
Chrompet,1 bhk,967,1.0,82.4929,Chennai
Chrompet,1 bhk,961,1.0,87.2025,Chennai
Karapakkam,1 bhk,1034,1.0,61.17,Chennai
Velachery,3 bhk,1940,2.0,107.7158,Chennai
Chrompet,1 bhk,753,1.0,92.649,Chennai
Karapakkam,1 bhk,755,1.0,67.89,Chennai
Anna Nagar,2 bhk,1971,1.0,212.6652,Chennai
Chrompet,1 bhk,1026,1.0,127.988,Chennai
Karapakkam,2 bhk,1375,2.0,56.43625,Chennai
Karapakkam,1 bhk,728,1.0,29.3975,Chennai
Anna Nagar,2 bhk,1807,1.0,130.0358,Chennai
Karapakkam,2 bhk,1333,2.0,97.185,Chennai
Chrompet,1 bhk,1093,1.0,94.9115,Chennai
Adyar,1 bhk,1191,1.0,77.41945,Chennai
T Nagar,2 bhk,1984,1.0,167.6612,Chennai
Karapakkam,1 bhk,888,1.0,64.2275,Chennai
Chrompet,1 bhk,1100,1.0,148.26,Chennai
Chrompet,2 bhk,1294,1.0,151.994,Chennai
Velachery,3 bhk,1904,2.0,100.5851,Chennai
