location,size,total_sqft,bath,price,Place,bhk
Karapakkam,1 bhk,882,1,54.47,Chennai,1
Velachery,2 bhk,1573,1,80.246,Chennai,2
Anna Nagar,2 bhk,1979,1,202.0375,Chennai,2
T Nagar,2 bhk,1926,1,210.0692,Chennai,2
Karapakkam,2 bhk,1347,2,63.74,Chennai,2
T Nagar,1 bhk,1760,1,194.3038,Chennai,1
KK Nagar,2 bhk,1776,1,151.4008,Chennai,2
Chrompet,1 bhk,1037,1,99.662,Chennai,1
Karapakkam,2 bhk,1365,2,77.29875,Chennai,2
Karapakkam,1 bhk,1179,1,101.755,Chennai,1
Anna Nagar,1 bhk,1514,1,119.7825,Chennai,1
Chrompet,1 bhk,1103,1,136.2205,Chennai,1
Chrompet,1 bhk,878,1,89.6046,Chennai,1
Anna Nagar,1 bhk,1571,1,175.4293,Chennai,1
Velachery,2 bhk,1502,1,74.8921,Chennai,2
Velachery,2 bhk,1737,1,76.8839,Chennai,2
Karapakkam,1 bhk,1252,1,99.51,Chennai,1
Karapakkam,2 bhk,1584,2,69.72,Chennai,2
Anna Nagar,1 bhk,1658,1,125.4718,Chennai,1
Anna Nagar,2 bhk,1833,1,219.2663,Chennai,2
Chrompet,1 bhk,1057,1,101.8695,Chennai,1
Karapakkam,1 bhk,871,1,64.91375,Chennai,1
Chrompet,1 bhk,844,1,76.7673,Chennai,1
Anna Nagar,1 bhk,1741,1,205.6091,Chennai,1
KK Nagar,4 bhk,2497,2,143.6778,Chennai,4
Karapakkam,1 bhk,1265,1,69.2775,Chennai,1
Anna Nagar,1 bhk,1769,1,155.0216,Chennai,1
T Nagar,2 bhk,1902,1,137.8042,Chennai,2
KK Nagar,3 bhk,1895,2,162.3444,Chennai,3
KK Nagar,2 bhk,1531,1,139.2694,Chennai,2
Velachery,3 bhk,1838,2,96.6066,Chennai,3
Adyar,2 bhk,1288,2,106.21695,Chennai,2
Anna Nagar,1 bhk,1738,1,131.0488,Chennai,1
Karapakkam,1 bhk,1010,1,67.8725,Chennai,1
Adyar,1 bhk,909,1,98.12105,Chennai,1
Velachery,2 bhk,1635,1,138.368,Chennai,2
Karapakkam,1 bhk,744,1,52.36,Chennai,1
Karapakkam,1 bhk,945,1,49.41,Chennai,1
Chrompet,1 bhk,1063,1,100.7265,Chennai,1
Anna Nagar,2 bhk,1823,1,191.0336,Chennai,2
KK Nagar,2 bhk,1358,1,93.2404,Chennai,2
Velachery,3 bhk,1870,2,85.4328,Chennai,3
Chrompet,2 bhk,1207,1,89.2934,Chennai,2
Anna Nagar,2 bhk,1892,1,130.8271,Chennai,2
Velachery,3 bhk,1857,2,107.3857,Chennai,3
Adyar,2 bhk,1296,2,116.51505,Chennai,2
Chrompet,1 bhk,1012,1,83.3185,Chennai,1
Chrompet,1 bhk,733,1,73.1985,Chennai,1
Karapakkam,1 bhk,1224,1,115.4325,Chennai,1
Velachery,2 bhk,1587,1,72.9961,Chennai,2
Chrompet,1 bhk,858,1,86.1796,Chennai,1
Chrompet,1 bhk,830,1,118.4225,Chennai,1
Velachery,2 bhk,1665,1,75.1688,Chennai,2
Adyar,1 bhk,1003,1,123.4439,Chennai,1
Chrompet,1 bhk,867,1,94.5579,Chennai,1
Chrompet,1 bhk,1081,1,109.0857,Chennai,1
Velachery,3 bhk,1976,2,152.5608,Chennai,3
Chrompet,1 bhk,1118,1,86.8835,Chennai,1
Karapakkam,1 bhk,1283,1,81.77125,Chennai,1
Chrompet,1 bhk,889,1,115.4665,Chennai,1
KK Nagar,4 bhk,2236,2,127.3442,Chennai,4
KK Nagar,3 bhk,2113,2,161.2914,Chennai,3
T Nagar,2 bhk,1843,1,208.8976,Chennai,2
KK Nagar,3 bhk,1795,2,115.111,Chennai,3
Adyar,1 bhk,1070,1,77.70395,Chennai,1
T Nagar,1 bhk,1545,1,168.3887,Chennai,1
Velachery,2 bhk,1700,1,146.0204,Chennai,2
T Nagar,1 bhk,1511,1,127.0313,Chennai,1
Chrompet,1 bhk,1104,1,82.6598,Chennai,1
Adyar,1 bhk,771,1,83.58575,Chennai,1
KK Nagar,2 bhk,1605,1,109.1826,Chennai,2
Anna Nagar,1 bhk,1558,1,119.5036,Chennai,1
KK Nagar,2 bhk,1550,1,90.8414,Chennai,2
Chrompet,1 bhk,853,1,112.7855,Chennai,1
Adyar,1 bhk,948,1,71.68585,Chennai,1
Karapakkam,1 bhk,942,1,52.5575,Chennai,1
Chrompet,1 bhk,1102,1,84.466,Chennai,1
Chrompet,1 bhk,823,1,77.9175,Chennai,1
T Nagar,1 bhk,1792,1,149.9367,Chennai,1
Chrompet,1 bhk,871,1,87.4252,Chennai,1
Velachery,2 bhk,1644,1,78.6601,Chennai,2
Chrompet,1 bhk,1081,1,88.479,Chennai,1
KK Nagar,2 bhk,1759,1,103.9256,Chennai,2
Anna Nagar,1 bhk,1611,1,143.0904,Chennai,1
Chrompet,1 bhk,1138,1,100.3231,Chennai,1
Anna Nagar,2 bhk,1886,1,200.0781,Chennai,2
KK Nagar,3 bhk,2207,2,103.271,Chennai,3
KK Nagar,2 bhk,1678,1,132.3928,Chennai,2
Chrompet,1 bhk,886,1,135.1055,Chennai,1
Anna Nagar,1 bhk,1691,1,181.3216,Chennai,1
Adyar,2 bhk,1278,2,118.1886,Chennai,2
T Nagar,2 bhk,1835,1,209.9027,Chennai,2
Anna Nagar,2 bhk,1827,1,121.8428,Chennai,2
Karapakkam,1 bhk,922,1,66.605,Chennai,1
Chrompet,2 bhk,1207,1,136.9065,Chennai,2
Chrompet,1 bhk,870,1,81.6935,Chennai,1
Velachery,2 bhk,1651,1,71.0233,Chennai,2
Adyar,1 bhk,846,1,84.2552,Chennai,1
Chrompet,1 bhk,1085,1,127.325,Chennai,1
Chrompet,1 bhk,1166,1,148.1455,Chennai,1
Adyar,1 bhk,601,1,60.5987,Chennai,1
Karapakkam,1 bhk,711,1,41.8875,Chennai,1
Chrompet,1 bhk,1005,1,85.366,Chennai,1
Velachery,2 bhk,1554,1,83.5969,Chennai,2
Karapakkam,1 bhk,1245,1,109.72,Chennai,1
Velachery,2 bhk,1783,1,117.9306,Chennai,2
Chrompet,1 bhk,909,1,80.8395,Chennai,1
Chrompet,2 bhk,1214,1,128.4025,Chennai,2
Velachery,2 bhk,1743,1,93.9238,Chennai,2
Chrompet,1 bhk,1035,1,132.23,Chennai,1
T Nagar,2 bhk,1848,1,143.2862,Chennai,2
Velachery,3 bhk,1880,2,151.8912,Chennai,3
T Nagar,1 bhk,1790,1,137.1538,Chennai,1
Chrompet,1 bhk,862,1,132.812,Chennai,1
Chrompet,1 bhk,927,1,113.1645,Chennai,1
Chrompet,1 bhk,1088,1,75.2565,Chennai,1
Karapakkam,2 bhk,1362,2,74.1375,Chennai,2
T Nagar,1 bhk,1754,1,140.0853,Chennai,1
Chrompet,1 bhk,1097,1,93.4985,Chennai,1
Adyar,2 bhk,1295,2,75.2777,Chennai,2
Velachery,2 bhk,1607,1,149.6262,Chennai,2
Karapakkam,2 bhk,1606,2,76.2975,Chennai,2
Karapakkam,1 bhk,1291,1,80.965,Chennai,1
KK Nagar,2 bhk,1418,1,93.5462,Chennai,2
KK Nagar,1 bhk,1317,1,115.486,Chennai,1
Anna Nagar,2 bhk,1832,1,206.8667,Chennai,2
Adyar,1 bhk,993,1,72.3863,Chennai,1
Adyar,1 bhk,1153,1,98.1493,Chennai,1
Chrompet,1 bhk,724,1,80.524,Chennai,1
KK Nagar,2 bhk,1582,1,98.6682,Chennai,2
Karapakkam,1 bhk,1115,1,91.6175,Chennai,1
Adyar,1 bhk,1112,1,60.76595,Chennai,1
Karapakkam,2 bhk,1678,2,70.0175,Chennai,2
Karapakkam,1 bhk,806,1,54.685,Chennai,1
Velachery,2 bhk,1503,1,120.8936,Chennai,2
KK Nagar,4 bhk,2346,2,128.1408,Chennai,4
Karapakkam,1 bhk,839,1,61.7975,Chennai,1
Chrompet,1 bhk,760,1,85.2375,Chennai,1
Karapakkam,2 bhk,1506,2,99.405,Chennai,2
Velachery,2 bhk,1640,1,99.7526,Chennai,2
Karapakkam,1 bhk,896,1,69.345,Chennai,1
Karapakkam,2 bhk,1409,2,88.26875,Chennai,2
KK Nagar,2 bhk,1633,1,97.5182,Chennai,2
Chrompet,1 bhk,1139,1,144.4185,Chennai,1
Chrompet,1 bhk,1101,1,136.4105,Chennai,1
KK Nagar,4 bhk,2396,2,127.2818,Chennai,4
Chrompet,1 bhk,1119,1,103.868,Chennai,1
Anna Nagar,2 bhk,1857,1,157.4014,Chennai,2
T Nagar,2 bhk,1886,1,139.5263,Chennai,2
Velachery,2 bhk,1692,1,100.1296,Chennai,2
Velachery,2 bhk,1655,1,137.2303,Chennai,2
Karapakkam,1 bhk,622,1,60.34,Chennai,1
Velachery,2 bhk,1647,1,68.668,Chennai,2
Adyar,2 bhk,1239,2,100.09165,Chennai,2
KK Nagar,2 bhk,1471,1,113.5088,Chennai,2
KK Nagar,2 bhk,1505,1,100.0562,Chennai,2
Chormpet,1 bhk,916,,88.4742,Chennai,1
Adyar,1 bhk,693,1,62.418,Chennai,1
Velachery,3 bhk,1852,2,77.542,Chennai,3
Chrompet,1 bhk,1191,1,137.5285,Chennai,1
Chrompet,1 bhk,1061,1,100.7407,Chennai,1
KK Nagar,4 bhk,2493,2,121.5266,Chennai,4
Chrompet,1 bhk,1015,1,75.685,Chennai,1
KK Nagar,3 bhk,1911,2,105.7416,Chennai,3
Chrompet,2 bhk,1287,1,99.6635,Chennai,2
Karapakkam,2 bhk,1576,2,97.6525,Chennai,2
Chrompet,1 bhk,840,1,85.9555,Chennai,1
Velachery,2 bhk,1626,1,90.0096,Chennai,2
Chrompet,2 bhk,1262,1,132.147,Chennai,2
Chrompet,2 bhk,1261,1,110.3775,Chennai,2
Chrompet,1 bhk,1015,1,91.689,Chennai,1
Chrompet,1 bhk,1195,1,141.6875,Chennai,1
Chrompet,1 bhk,800,1,79.591,Chennai,1
Velachery,3 bhk,1873,2,154.2103,Chennai,3
KK Nagar,3 bhk,2207,2,106.989,Chennai,3
Velachery,2 bhk,1732,1,139.5547,Chennai,2
Chrompet,1 bhk,961,1,126.6185,Chennai,1
Velachery,3 bhk,1986,2,103.6048,Chennai,3
Anna Nagar,2 bhk,1823,1,145.3157,Chennai,2
Chrompet,1 bhk,830,1,64.166,Chennai,1
Chrompet,1 bhk,724,1,105.294,Chennai,1
Chrompet,1 bhk,1007,1,74.5659,Chennai,1
Velachery,3 bhk,1875,2,150.6248,Chennai,3
Adyar,1 bhk,1150,1,116.6078,Chennai,1
Velachery,2 bhk,1693,1,127.5949,Chennai,2
Velachery,2 bhk,1538,1,68.3138,Chennai,2
Anna Nagar,2 bhk,1993,1,233.1458,Chennai,2
Adyar,1 bhk,926,1,123.1087,Chennai,1
Anna Nagar,2 bhk,1994,1,151.4749,Chennai,2
Chrompet,1 bhk,1061,1,94.0067,Chennai,1
Anna Nagar,2 bhk,1803,1,128.2772,Chennai,2
Velachery,2 bhk,1664,1,142.993,Chennai,2
Adyar,1 bhk,978,1,68.03175,Chennai,1
T Nagar,2 bhk,1914,1,134.0907,Chennai,2
Velachery,2 bhk,1668,1,90.3494,Chennai,2
Adyar,2 bhk,1205,2,142.7949,Chennai,2
Karapakkam,1 bhk,685,1,56.935,Chennai,1
KK Nagar,3 bhk,2088,2,110.2894,Chennai,3
Chrompet,1 bhk,1014,1,107.4213,Chennai,1
Chrmpet,1 bhk,806,1,77.789,Chennai,1
Velachery,2 bhk,1545,1,96.7479,Chennai,2
Chrompet,1 bhk,1045,1,135.2085,Chennai,1
T Nagar,2 bhk,1951,1,135.7661,Chennai,2
Karapakkam,1 bhk,898,1,51.6425,Chennai,1
KK Nagar,4 bhk,2339,2,188.2968,Chennai,4
KK Nagar,4 bhk,2379,2,118.9662,Chennai,4
Karapakkam,2 bhk,1692,2,99.6675,Chennai,2
KK Nagar,4 bhk,2352,2,144.0478,Chennai,4
Chrompet,1 bhk,1114,1,97.383,Chennai,1
Anna Nagar,2 bhk,1890,1,133.8345,Chennai,2
KK Nagar,4 bhk,2363,2,114.7286,Chennai,4
Velachery,2 bhk,1527,1,121.4839,Chennai,2
KK Nagar,3 bhk,2193,2,134.9194,Chennai,3
Adyar,2 bhk,1206,2,93.78105,Chennai,2
Chrompet,1 bhk,728,1,77.059,Chennai,1
Chrompet,2 bhk,1231,1,95.4015,Chennai,2
Velachery,2 bhk,1735,1,150.0018,Chennai,2
Karapakkam,1 bhk,1266,1,68.015,Chennai,1
Velachery,3 bhk,1977,2,78.2924,Chennai,3
T Nagar,2 bhk,1915,1,134.6451,Chennai,2
Chrompet,2 bhk,1295,1,115.534,Chennai,2
Chrompet,1 bhk,749,1,95.4415,Chennai,1
T Nagar,2 bhk,1884,1,204.9767,Chennai,2
KK Nagar,2 bhk,1361,1,106.3752,Chennai,2
KK Nagar,3 bhk,1934,2,109.1566,Chennai,3
Chrompet,1 bhk,1055,1,100.1325,Chennai,1
Chrompet,1 bhk,851,1,101.9962,Chennai,1
Chrompet,1 bhk,1118,1,81.544,Chennai,1
Karapakkam,2 bhk,1451,2,54.8975,Chennai,2
KK Nagar,4 bhk,2470,2,116.325,Chennai,4
Chrompet,1 bhk,935,1,110.565,Chennai,1
KK Nagar,4 bhk,2500,2,121.136,Chennai,4
Anna Nagar,2 bhk,1984,1,206.5423,Chennai,2
Anna Nagar,2 bhk,1818,1,150.2566,Chennai,2
Velachery,2 bhk,1741,1,109.9125,Chennai,2
Chrompet,1 bhk,1065,1,89.34,Chennai,1
Chrompet,1 bhk,858,1,115.975,Chennai,1
Chrompet,1 bhk,702,1,64.3735,Chennai,1
Karapakkam,1 bhk,613,1,40.0425,Chennai,1
Anna Nagar,2 bhk,1896,1,206.8466,Chennai,2
Karapakkam,1 bhk,833,1,32.67125,Chennai,1
KK Nagar,3 bhk,2047,2,124.025,Chennai,3
T Nagar,1 bhk,1579,1,191.2431,Chennai,1
Chrompet,1 bhk,988,1,120.1965,Chennai,1
T Nagar,1 bhk,1667,1,134.76,Chennai,1
Karapakkam,1 bhk,1184,1,37.9325,Chennai,1
Velachery,2 bhk,1733,1,110.1188,Chennai,2
Chrompet,1 bhk,1106,1,90.069,Chennai,1
KK Nagar,4 bhk,2058,2,170.769,Chennai,4
Chrompet,1 bhk,1055,1,87.99,Chennai,1
T Nagar,1 bhk,1735,1,142.1789,Chennai,1
Chrompet,1 bhk,809,1,73.4795,Chennai,1
KK Nagar,2 bhk,1335,1,90.2016,Chennai,2
Karapakkam,1 bhk,652,1,50.9375,Chennai,1
Chrompet,1 bhk,1095,1,113.0165,Chennai,1
Karapakkam,2 bhk,1477,2,76.8525,Chennai,2
Velachery,3 bhk,1819,2,83.8025,Chennai,3
T Nagar,2 bhk,1982,1,158.8093,Chennai,2
Anna Nagar,1 bhk,1599,1,113.9153,Chennai,1
Chrompet,1 bhk,941,1,96.9612,Chennai,1
Chrompet,1 bhk,1198,1,90.2065,Chennai,1
Adyar,1 bhk,967,1,100.08525,Chennai,1
Velachery,2 bhk,1637,1,121.2978,Chennai,2
Karapakkam,2 bhk,1678,2,67.655,Chennai,2
Adyar,1 bhk,1023,1,88.4785,Chennai,1
Karapakkam,1 bhk,774,1,45.7775,Chennai,1
Chrompet,1 bhk,1032,1,116.7995,Chennai,1
Chrompet,1 bhk,889,1,100.1043,Chennai,1
Karapakkam,1 bhk,974,1,58.905,Chennai,1
Karapakkam,1 bhk,790,1,69.185,Chennai,1
Karapakkam,1 bhk,931,1,51.4625,Chennai,1
Adyar,1 bhk,659,1,79.45975,Chennai,1
KK Nagar,3 bhk,2120,2,186.0422,Chennai,3
Chrompet,1 bhk,843,1,73.5876,Chennai,1
Chrompet,1 bhk,736,1,94.356,Chennai,1
Chrompet,1 bhk,1053,1,78.1975,Chennai,1
Velachery,2 bhk,1596,1,125.3652,Chennai,2
Karapakkam,2 bhk,1368,2,54.305,Chennai,2
Anna Nagar,1 bhk,1544,1,132.4177,Chennai,1
KK Nagar,2 bhk,1486,1,125.497,Chennai,2
Chrompet,2 bhk,1285,1,93.1795,Chennai,2
Karapakkam,2 bhk,1501,2,77.3075,Chennai,2
KK Nagar,3 bhk,2218,2,127.3126,Chennai,3
Chrompet,1 bhk,1117,1,98.711,Chennai,1
Anna Nagar,1 bhk,1561,1,113.2559,Chennai,1
Karapakkam,1 bhk,792,1,43.155,Chennai,1
Adyar,2 bhk,1212,2,89.5856,Chennai,2
T Nagar,2 bhk,1977,1,121.3396,Chennai,2
Anna Nagar,2 bhk,1965,1,222.1759,Chennai,2
Karapakkam,1 bhk,775,1,49.8125,Chennai,1
Chrompet,1 bhk,892,1,85.6824,Chennai,1
KK Nagar,2 bhk,1696,1,93.0362,Chennai,2
Chrompet,1 bhk,833,1,98.9055,Chennai,1
Karapakkam,1 bhk,541,1,59.95375,Chennai,1
KK Nagar,2 bhk,1414,1,103.322,Chennai,2
Velachery,3 bhk,1966,2,158.9945,Chennai,3
Chrompet,1 bhk,704,1,77.6998,Chennai,1
Chrompet,1 bhk,871,1,94.1477,Chennai,1
KK Nagar,2 bhk,1380,1,114.0082,Chennai,2
T Nagar,2 bhk,1885,1,206.0287,Chennai,2
Karapakkam,1 bhk,916,1,54.8825,Chennai,1
Chrompet,1 bhk,1115,1,121.815,Chennai,1
Chrompet,1 bhk,919,1,113.366,Chennai,1
Karapakkam,1 bhk,883,1,40.49375,Chennai,1
KK Nagar,3 bhk,2065,2,130.3336,Chennai,3
Velachery,3 bhk,1869,2,117.844,Chennai,3
Velachery,2 bhk,1625,1,141.9795,Chennai,2
Karapakkam,1 bhk,537,1,53.32,Chennai,1
Velachery,2 bhk,1534,1,96.5489,Chennai,2
Chrompet,1 bhk,1082,1,97.3285,Chennai,1
Chrompet,2 bhk,1279,1,112.4043,Chennai,2
T Nagar,1 bhk,1544,1,115.6667,Chennai,1
Chrompet,1 bhk,1101,1,136.757,Chennai,1
Karapakkam,1 bhk,1230,1,54.36,Chennai,1
Karapakkam,1 bhk,956,1,76.8625,Chennai,1
Karapakkam,1 bhk,552,1,52.5425,Chennai,1
Chrompet,1 bhk,925,1,85.8325,Chennai,1
Anna Nagar,2 bhk,1822,1,147.2722,Chennai,2
T Nagar,1 bhk,1781,1,202.8898,Chennai,1
Anna Nagar,1 bhk,1628,1,130.8825,Chennai,1
KK Nagar,2 bhk,1736,1,106.221,Chennai,2
KK Nagar,3 bhk,2016,2,113.7496,Chennai,3
Adyar,1 bhk,779,1,61.46755,Chennai,1
Chrompet,2 bhk,1217,1,107.181,Chennai,2
Velachery,2 bhk,1601,1,130.2689,Chennai,2
Karapakkam,1 bhk,1201,1,95.055,Chennai,1
Karapakkam,1 bhk,579,1,57.095,Chennai,1
KK Nagar,4 bhk,2289,2,185.7684,Chennai,4
Adyar,1 bhk,1023,1,90.12665,Chennai,1
KK Nagar,3 bhk,1900,2,164.345,Chennai,3
Chrompet,1 bhk,807,1,93.3009,Chennai,1
T Nagar,1 bhk,1653,1,190.0254,Chennai,1
KK Nagar,2 bhk,1452,1,103.7768,Chennai,2
T Nagar,2 bhk,1934,1,214.4768,Chennai,2
Velachery,3 bhk,1972,2,114.7526,Chennai,3
Anna Nagar,1 bhk,1606,1,114.559,Chennai,1
T Nagar,2 bhk,1908,1,203.9801,Chennai,2
Chrompet,1 bhk,741,1,82.586,Chennai,1
Adyar,1 bhk,734,1,102.1794,Chennai,1
TNagar,1 bhk,1504,1,165.9543,Chennai,1
Chrompet,1 bhk,1121,1,71.61,Chennai,1
Anna Nagar,2 bhk,1979,1,129.523,Chennai,2
Karapakkam,1 bhk,1105,1,89.3675,Chennai,1
Velachery,2 bhk,1528,1,70.8595,Chennai,2
Anna Nagar,1 bhk,1712,1,124.9881,Chennai,1
Adyar,1 bhk,955,1,95.52295,Chennai,1
Chrompet,1 bhk,802,1,80.2274,Chennai,1
Karapakkam,1 bhk,701,1,37.855,Chennai,1
Karapakkam,2 bhk,1418,2,65.5575,Chennai,2
Adyar,1 bhk,1155,1,134.68145,Chennai,1
Chrompet,1 bhk,1061,1,101.573,Chennai,1
KK Nagar,4 bhk,2258,2,173.462,Chennai,4
Chrompet,1 bhk,947,1,90.606,Chennai,1
KK Nagar,3 bhk,1868,2,120.4354,Chennai,3
T Nagar,1 bhk,1713,1,127.3364,Chennai,1
Chrompet,1 bhk,886,1,103.5435,Chennai,1
KK Nagar,3 bhk,2122,2,171.556,Chennai,3
Karapakkam,1 bhk,980,1,61.845,Chennai,1
Anna Nagar,2 bhk,1916,1,234.0786,Chennai,2
KK Nagar,3 bhk,2079,2,175.9394,Chennai,3
Karapakkam,2 bhk,1377,2,61.0025,Chennai,2
KK Nagar,4 bhk,2363,2,184.5718,Chennai,4
Karapakkam,2 bhk,1568,2,78.145,Chennai,2
Adyar,2 bhk,1210,2,112.2695,Chennai,2
Karapakkam,1 bhk,1179,1,58.7425,Chennai,1
Adyar,1 bhk,822,1,96.88485,Chennai,1
Chrompet,2 bhk,1235,1,79.992,Chennai,2
T Nagar,1 bhk,1735,1,217.705,Chennai,1
Chrompet,1 bhk,745,1,76.185,Chennai,1
Chrompet,1 bhk,794,1,67.623,Chennai,1
T Nagar,2 bhk,1979,1,227.2606,Chennai,2
T Nagar,1 bhk,1641,1,132.5548,Chennai,1
Velachery,2 bhk,1718,1,119.1382,Chennai,2
Chrompet,1 bhk,706,1,71.6972,Chennai,1
Adyar,1 bhk,728,1,90.943,Chennai,1
Velachery,3 bhk,1948,2,89.8852,Chennai,3
T Nagar,2 bhk,1863,1,139.1233,Chennai,2
Anna Nagar,2 bhk,1849,1,211.0438,Chennai,2
Velachery,2 bhk,1528,1,78.8268,Chennai,2
Anna Nagar,2 bhk,1979,1,146.5704,Chennai,2
KK Nagar,2 bhk,1639,1,110.97,Chennai,2
Karapakkam,1 bhk,796,1,47.88,Chennai,1
Chrompet,1 bhk,794,1,85.4815,Chennai,1
Adyar,1 bhk,748,1,71.74975,Chennai,1
Chrompet,2 bhk,1278,1,105.7361,Chennai,2
Adyar,1 bhk,838,1,83.46035,Chennai,1
KK Nagar,4 bhk,2459,2,117.1676,Chennai,4
Karapakkam,2 bhk,1358,2,71.3,Chennai,2
Karapakkam,1 bhk,731,1,61.17625,Chennai,1
Adyar,1 bhk,973,1,109.79125,Chennai,1
Anna Nagar,1 bhk,1757,1,136.3567,Chennai,1
Anna Nagar,2 bhk,1995,1,139.2334,Chennai,2
Chrompet,1 bhk,870,1,72.3495,Chennai,1
Chrompet,1 bhk,1035,,82.742,Chennai,1
KK Nagar,3 bhk,2205,2,164.7346,Chennai,3
Chrompet,1 bhk,709,1,112.306,Chennai,1
Karapakkam,1 bhk,1206,1,57.5225,Chennai,1
Adyar,1 bhk,685,1,69.80335,Chennai,1
Anna Nagar,1 bhk,1690,1,192.6055,Chennai,1
Adyar,1 bhk,786,1,70.44865,Chennai,1
Chrompet,1 bhk,1136,1,86.559,Chennai,1
Chrompet,2 bhk,1268,1,139.829,Chennai,2
Karapakkam,1 bhk,1012,1,69.8675,Chennai,1
Chrompet,1 bhk,1198,1,138.918,Chennai,1
Karapakkam,1 bhk,1152,1,63.405,Chennai,1
Chrompet,1 bhk,1034,1,120.534,Chennai,1
T Nagar,2 bhk,1869,1,212.8313,Chennai,2
Chrompet,1 bhk,773,1,88.249,Chennai,1
KK Nagar,4 bhk,2273,2,119.5052,Chennai,4
Chrompet,1 bhk,956,1,98.9267,Chennai,1
Adyar,1 bhk,939,1,81.16455,Chennai,1
KK Nagar,3 bhk,1938,2,101.61,Chennai,3
Anna Nagar,1 bhk,1764,1,203.2912,Chennai,1
T Nagar,2 bhk,1920,1,144.8858,Chennai,2
Karapakkam,1 bhk,525,1,49.8025,Chennai,1
Adyar,1 bhk,653,1,60.5901,Chennai,1
Anna Nagar,1 bhk,1700,1,191.2501,Chennai,1
Velachery,2 bhk,1505,1,120.8958,Chennai,2
Karapakkam,2 bhk,1589,2,72.70375,Chennai,2
Velachery,3 bhk,1829,2,127.7463,Chennai,3
Chrompet,1 bhk,963,1,125.308,Chennai,1
KK Nagar,2 bhk,1724,1,97.748,Chennai,2
Adyar,1 bhk,731,1,79.95545,Chennai,1
Anna Nagar,2 bhk,1911,1,111.2113,Chennai,2
Chrompet,2 bhk,1239,1,103.3513,Chennai,2
Karapakkam,1 bhk,508,1,39.445,Chennai,1
Chrompet,1 bhk,893,1,80.324,Chennai,1
Velachery,3 bhk,1973,2,164.4446,Chennai,3
Chrompet,1 bhk,1050,1,77.345,Chennai,1
Velachery,2 bhk,1779,1,135.1592,Chennai,2
Adyar,1 bhk,1078,1,125.0855,Chennai,1
KK Nagar,4 bhk,2470,2,197.5336,Chennai,4
Adyar,1 bhk,1170,1,139.2683,Chennai,1
Adyar,1 bhk,706,1,48.2875,Chennai,1
Anna Nagar,2 bhk,1897,1,120.8661,Chennai,2
KK Nagar,3 bhk,1858,2,114.4398,Chennai,3
Adyar,1 bhk,1134,1,96.85425,Chennai,1
Karapakkam,1 bhk,1057,1,39.68625,Chennai,1
T Nagar,1 bhk,1630,1,121.2129,Chennai,1
KK Nagar,3 bhk,2202,2,161.5268,Chennai,3
Chrompet,2 bhk,1209,1,90.6083,Chennai,2
Chrompet,1 bhk,1068,1,134.268,Chennai,1
Karapakkam,2 bhk,1366,2,76.6225,Chennai,2
T Nagar,1 bhk,1727,1,196.9772,Chennai,1
Anna Nagar,1 bhk,1673,1,116.0463,Chennai,1
T Nagar,2 bhk,1954,1,148.8528,Chennai,2
Adyar,1 bhk,1022,1,112.94655,Chennai,1
Anna Nagar,2 bhk,1915,1,135.3129,Chennai,2
Chrompet,1 bhk,803,1,68.2211,Chennai,1
Adyar,2 bhk,1241,2,100.70405,Chennai,2
Chrompet,1 bhk,993,1,101.8935,Chennai,1
Adyar,1 bhk,779,1,88.52535,Chennai,1
Velachery,3 bhk,1972,2,106.1107,Chennai,3
KK Nagar,4 bhk,2366,2,127.6338,Chennai,4
Adyar,1 bhk,1104,1,90.79875,Chennai,1
Velachery,2 bhk,1509,1,93.186,Chennai,2
KK Nagar,3 bhk,2001,2,168.417,Chennai,3
Velachery,2 bhk,1735,1,95.9302,Chennai,2
Chrompet,1 bhk,730,1,107.062,Chennai,1
Chrompet,1 bhk,1148,1,86.8965,Chennai,1
T Nagar,1 bhk,1781,1,135.8018,Chennai,1
Chrompet,1 bhk,951,1,103.0335,Chennai,1
Chrompet,1 bhk,1189,1,146.4565,Chennai,1
Velachery,3 bhk,1899,2,124.5061,Chennai,3
Chrompet,2 bhk,1212,1,109.9519,Chennai,2
Chrompet,1 bhk,1136,1,85.7817,Chennai,1
Adyar,1 bhk,1059,1,62.1228,Chennai,1
KK Nagar,3 bhk,2172,2,130.2718,Chennai,3
KK Nagar,4 bhk,2451,2,198.078,Chennai,4
Velachery,3 bhk,1834,2,137.4675,Chennai,3
Velachery,2 bhk,1609,1,87.5561,Chennai,2
Anna Nagar,2 bhk,1845,1,209.4044,Chennai,2
KK Nagar,3 bhk,2084,2,180.9894,Chennai,3
Adyar,1 bhk,936,1,84.8778,Chennai,1
KK Nagar,4 bhk,2403,2,184.8396,Chennai,4
Anna Nagar,1 bhk,1533,1,145.6092,Chennai,1
Chrompet,1 bhk,856,1,85.4067,Chennai,1
Chrompet,1 bhk,841,1,109.3745,Chennai,1
Chrompet,1 bhk,1083,1,86.4206,Chennai,1
Velachery,2 bhk,1721,1,87.9865,Chennai,2
Chrompet,2 bhk,1276,1,96.1562,Chennai,2
Chrompet,1 bhk,974,1,118.1265,Chennai,1
Adyar,1 bhk,827,1,63.48535,Chennai,1
Chrompet,1 bhk,1159,1,90.5158,Chennai,1
Chrompet,1 bhk,742,1,67.251,Chennai,1
Karapakkam,1 bhk,849,1,94.6725,Chennai,1
